dataset	taxaID	locus	gene	score	essentiality	pmid	Ref_db
110	7227	FBgn0001034	Fs(3)Far	1	E	NULL	flybase
110	7227	FBgn0001035	fs(3)G2	1	E	NULL	flybase
110	7227	FBgn0001038	Fs(3)Ger	1	E	NULL	flybase
110	7227	FBgn0001042	fs(3)HO5B	1	E	NULL	flybase
110	7227	FBgn0001049	Fs(3)Hod	1	E	NULL	flybase
110	7227	FBgn0001051	Fs(3)Hub	1	E	NULL	flybase
110	7227	FBgn0001052	Fs(3)Jut	1	E	NULL	flybase
110	7227	FBgn0001053	fs(3)K1	1	E	NULL	flybase
110	7227	FBgn0001054	Fs(3)Kar	1	E	NULL	flybase
110	7227	FBgn0001056	Fs(3)Kel	1	E	NULL	flybase
110	7227	FBgn0001057	Fs(3)Kev	1	E	NULL	flybase
110	7227	FBgn0001058	Fs(3)Kun	1	E	NULL	flybase
110	7227	FBgn0001060	Fs(3)Lev	1	E	NULL	flybase
110	7227	FBgn0001061	Fs(3)Pal	1	E	NULL	flybase
110	7227	FBgn0001062	Fs(3)Pil	1	E	NULL	flybase
110	7227	FBgn0001063	Fs(3)Pud	1	E	NULL	flybase
110	7227	FBgn0001064	Fs(3)Ros	1	E	NULL	flybase
110	7227	FBgn0001066	Fs(3)Tev	1	E	NULL	flybase
110	7227	FBgn0001068	Fs(3)Ton	1	E	NULL	flybase
110	7227	FBgn0001069	Fs(3)Var	1	E	NULL	flybase
110	7227	FBgn0001071	Fs(3)Zer	1	E	NULL	flybase
110	7227	FBgn0001072	Fs(3)Zol	1	E	NULL	flybase
110	7227	FBgn0001073	Fs(3)Zom	1	E	NULL	flybase
110	7227	FBgn0001075	ft	0.64	C	NULL	flybase
110	7227	FBgn0001077	ftz	0.81	C	NULL	flybase
110	7227	FBgn0001078	ftz-f1	0.534	C	NULL	flybase
110	7227	FBgn0001079	fu	0.784	C	NULL	flybase
110	7227	FBgn0001083	fw	0.34	C	NULL	flybase
110	7227	FBgn0001084	fy	0	NE	NULL	flybase
110	7227	FBgn0001085	fz	0.074	C	NULL	flybase
110	7227	FBgn0001086	fzy	0.84	C	NULL	flybase
110	7227	FBgn0001087	g	0.444	C	NULL	flybase
110	7227	FBgn0001089	Gal	0	NE	NULL	flybase
110	7227	FBgn0001090	bnb	1	E	NULL	flybase
110	7227	FBgn0001091	Gapdh1	0	NE	NULL	flybase
110	7227	FBgn0001092	Gapdh2	0	NE	NULL	flybase
110	7227	FBgn0001097	Gull	1	E	NULL	flybase
110	7227	FBgn0001098	Gdh	0	NE	NULL	flybase
110	7227	FBgn0001101	ge	0	NE	NULL	flybase
110	7227	FBgn0001103	gg	1	E	NULL	flybase
110	7227	FBgn0001104	Galphai	0.027	C	NULL	flybase
110	7227	FBgn0001105	Gbeta13F	0.562	C	NULL	flybase
110	7227	FBgn0001108	DCTN1-p150	0.719	C	NULL	flybase
110	7227	FBgn0001112	Gld	0.734	C	NULL	flybase
110	7227	FBgn0001114	Glt	0	NE	NULL	flybase
110	7227	FBgn0001115	gm	1	E	NULL	flybase
110	7227	FBgn0001120	gnu	0.562	C	NULL	flybase
110	7227	FBgn0001121	Go	1	E	NULL	flybase
110	7227	FBgn0001122	Galphao	0.16	C	NULL	flybase
110	7227	FBgn0001123	Galphas	0.604	C	NULL	flybase
110	7227	FBgn0001124	Got1	0.111	C	NULL	flybase
110	7227	FBgn0001125	Got2	0	NE	NULL	flybase
110	7227	FBgn0001128	Gpdh1	0.287	C	NULL	flybase
110	7227	FBgn0001131	gr	1	E	NULL	flybase
110	7227	FBgn0001133	grau	0.694	C	NULL	flybase
110	7227	FBgn0001134	Grd	0	NE	NULL	flybase
110	7227	FBgn0001137	grk	0.34	C	NULL	flybase
110	7227	FBgn0001138	grn	1	E	NULL	flybase
110	7227	FBgn0001139	gro	0.794	C	NULL	flybase
110	7227	FBgn0001141	gs	0	NE	NULL	flybase
110	7227	FBgn0001142	Gs1	0.81	C	NULL	flybase
110	7227	FBgn0001145	Gs2	0.25	C	NULL	flybase
110	7227	FBgn0001148	gsb	0.64	C	NULL	flybase
110	7227	FBgn0001149	GstD1	0	NE	NULL	flybase
110	7227	FBgn0001150	gt	0.81	C	NULL	flybase
110	7227	FBgn0001152	gt-4	1	E	NULL	flybase
110	7227	FBgn0001153	giantoid	1	E	NULL	flybase
110	7227	FBgn0001164	gv	0.111	C	NULL	flybase
110	7227	FBgn0001165	gvl	0	NE	NULL	flybase
110	7227	FBgn0001166	gy	0	NE	NULL	flybase
110	7227	FBgn0001168	h	0.781	C	NULL	flybase
110	7227	FBgn0001169	H	0.468	C	NULL	flybase
110	7227	FBgn0001170	H2.0	1	E	NULL	flybase
110	7227	FBgn0001171	ha	0	NE	NULL	flybase
110	7227	FBgn0001174	halo	0	NE	NULL	flybase
110	7227	FBgn0001175	hap	1	E	NULL	flybase
110	7227	FBgn0001177	hat	1	E	NULL	flybase
110	7227	FBgn0001179	hay	0.49	C	NULL	flybase
110	7227	FBgn0001180	hb	0.634	C	NULL	flybase
110	7227	FBgn0001185	her	0.562	C	NULL	flybase
110	7227	FBgn0001186	Hex-A	0.562	C	NULL	flybase
110	7227	FBgn0001187	Hex-C	0	NE	NULL	flybase
110	7227	FBgn0001189	hfw	0.562	C	NULL	flybase
110	7227	FBgn0001193	Hia	0	NE	NULL	flybase
110	7227	FBgn0001195	His1	1	E	NULL	flybase
110	7227	FBgn0001196	His2A	1	E	NULL	flybase
110	7227	FBgn0001197	His2Av	0.715	C	NULL	flybase
110	7227	FBgn0001199	His3	1	E	NULL	flybase
110	7227	FBgn0001202	hook	0	NE	NULL	flybase
110	7227	FBgn0001206	Hmr	0	NE	NULL	flybase
110	7227	FBgn0001208	Hn	0.111	C	NULL	flybase
110	7227	FBgn0001213	hpa	0	NE	NULL	flybase
110	7227	FBgn0001215	Hrb98DE	0.39	C	NULL	flybase
110	7227	FBgn0001216	Hsc70-1	0	NE	NULL	flybase
110	7227	FBgn0001217	Hsc70-2	0	NE	NULL	flybase
110	7227	FBgn0001218	Hsc70-3	0.745	C	NULL	flybase
110	7227	FBgn0001220	Hsc70-5	0.444	C	NULL	flybase
110	7227	FBgn0001222	Hsf	0.444	C	NULL	flybase
110	7227	FBgn0001223	Hsp22	0	NE	NULL	flybase
110	7227	FBgn0001224	Hsp23	0	NE	NULL	flybase
110	7227	FBgn0001225	Hsp26	0	NE	NULL	flybase
110	7227	FBgn0001226	Hsp27	0	NE	NULL	flybase
110	7227	FBgn0001227	Hsp67Ba	0	NE	NULL	flybase
110	7227	FBgn0001228	CG4456	0	NE	NULL	flybase
110	7227	FBgn0001229	Hsp67Bc	0	NE	NULL	flybase
110	7227	FBgn0001230	Hsp68	0.111	C	NULL	flybase
110	7227	FBgn0001233	Hsp83	0.396	C	NULL	flybase
110	7227	FBgn0001234	lncRNA:Hsromega	0.074	C	NULL	flybase
110	7227	FBgn0001235	hth	0.751	C	NULL	flybase
110	7227	FBgn0001239	Hooked-veins	1	E	NULL	flybase
110	7227	FBgn0001241	hy	1	E	NULL	flybase
110	7227	FBgn0001247	Ide	0	NE	NULL	flybase
110	7227	FBgn0001248	Idh	0.39	C	NULL	flybase
110	7227	FBgn0001250	if	0.757	C	NULL	flybase
110	7227	FBgn0001253	ImpE1	0.111	C	NULL	flybase
110	7227	FBgn0001254	ImpE2	0	NE	NULL	flybase
110	7227	FBgn0001255	ImpE3	0	NE	NULL	flybase
110	7227	FBgn0001256	ImpL1	0	NE	NULL	flybase
110	7227	FBgn0001257	ImpL2	0.062	C	NULL	flybase
110	7227	FBgn0001258	Ldh	0	NE	NULL	flybase
110	7227	FBgn0001259	in	0.111	C	NULL	flybase
110	7227	FBgn0001263	inaD	0	NE	NULL	flybase
110	7227	FBgn0001268	intro	0.81	C	NULL	flybase
110	7227	FBgn0001269	inv	0	NE	NULL	flybase
110	7227	FBgn0001276	ix	0.25	C	NULL	flybase
110	7227	FBgn0001278	J	0.444	C	NULL	flybase
110	7227	FBgn0001280	janA	0	NE	NULL	flybase
110	7227	FBgn0001281	janB	0	NE	NULL	flybase
110	7227	FBgn0001285	Jon44E	0.25	C	NULL	flybase
110	7227	FBgn0001291	Jra	0.694	C	NULL	flybase
110	7227	FBgn0001294	jyx	1	E	NULL	flybase
110	7227	FBgn0001295	k	0	NE	NULL	flybase
110	7227	FBgn0001296	kar	0	NE	NULL	flybase
110	7227	FBgn0001297	kay	0.472	C	NULL	flybase
110	7227	FBgn0001306	Kg	0.25	C	NULL	flybase
110	7227	FBgn0001307	Ki	0	NE	NULL	flybase
110	7227	FBgn0001308	Khc	0.923	C	NULL	flybase
110	7227	FBgn0001311	kkv	0.914	C	NULL	flybase
110	7227	FBgn0001313	kl-2	0	NE	NULL	flybase
110	7227	FBgn0001316	klar	0.006	C	NULL	flybase
110	7227	FBgn0001319	kn	0.751	C	NULL	flybase
110	7227	FBgn0001320	kni	0.25	C	NULL	flybase
110	7227	FBgn0001321	knk	0.562	C	NULL	flybase
110	7227	FBgn0001323	knrl	0	NE	NULL	flybase
110	7227	FBgn0001324	kto	0.562	C	NULL	flybase
110	7227	FBgn0001325	Kr	0.826	C	NULL	flybase
110	7227	FBgn0001330	kz	0.949	C	NULL	flybase
110	7227	FBgn0001334	l(1)1Ac	1	E	NULL	flybase
110	7227	FBgn0001335	l(1)1Ad	1	E	NULL	flybase
110	7227	FBgn0001336	l(1)1Af	1	E	NULL	flybase
110	7227	FBgn0001338	l(1)1Bc	1	E	NULL	flybase
110	7227	FBgn0001339	l(1)1Bg	1	E	NULL	flybase
110	7227	FBgn0001340	l(1)1Bh	1	E	NULL	flybase
110	7227	FBgn0001341	Mybbp1A	0.734	C	NULL	flybase
110	7227	FBgn0001342	l(1)1Bk	1	E	NULL	flybase
110	7227	FBgn0001343	l(1)1Ca	1	E	NULL	flybase
110	7227	FBgn0001344	l(1)1Da	1	E	NULL	flybase
110	7227	FBgn0001345	l(1)1Dc	1	E	NULL	flybase
110	7227	FBgn0001346	l(1)1Ea	1	E	NULL	flybase
110	7227	FBgn0001347	l(1)1Eb	1	E	NULL	flybase
110	7227	FBgn0001348	l(1)1Ec	1	E	NULL	flybase
110	7227	FBgn0001349	l(1)1Ed	1	E	NULL	flybase
110	7227	FBgn0001350	l(1)1Ee	1	E	NULL	flybase
110	7227	FBgn0001351	l(1)1Ef	1	E	NULL	flybase
110	7227	FBgn0001352	l(1)1EFa	1	E	NULL	flybase
110	7227	FBgn0001353	l(1)1EFb	1	E	NULL	flybase
110	7227	FBgn0001354	l(1)1EFc	1	E	NULL	flybase
110	7227	FBgn0001355	l(1)1EFd	1	E	NULL	flybase
110	7227	FBgn0001356	l(1)1EFe	1	E	NULL	flybase
110	7227	FBgn0001357	l(1)1EFf	1	E	NULL	flybase
110	7227	FBgn0001358	l(1)1EFg	1	E	NULL	flybase
110	7227	FBgn0001359	l(1)1EFh	1	E	NULL	flybase
110	7227	FBgn0001360	l(1)1EFi	1	E	NULL	flybase
110	7227	FBgn0001361	l(1)1EFj	1	E	NULL	flybase
110	7227	FBgn0001362	l(1)1Fa	1	E	NULL	flybase
110	7227	FBgn0001363	l(1)1Fb	1	E	NULL	flybase
110	7227	FBgn0001364	l(1)1Fc	1	E	NULL	flybase
110	7227	FBgn0001365	l(1)1Fd	1	E	NULL	flybase
110	7227	FBgn0001366	l(1)1Fe	1	E	NULL	flybase
110	7227	FBgn0001367	l(1)1Ff	1	E	NULL	flybase
110	7227	FBgn0001370	l(1)2Ac	1	E	NULL	flybase
110	7227	FBgn0001372	l(1)2Ae	1	E	NULL	flybase
110	7227	FBgn0001376	l(1)devl	1	E	NULL	flybase
110	7227	FBgn0001377	l(1)2Bh	1	E	NULL	flybase
110	7227	FBgn0001378	l(1)2Bj	1	E	NULL	flybase
110	7227	FBgn0001379	l(1)2Bk	1	E	NULL	flybase
110	7227	FBgn0001380	l(1)2Bl	1	E	NULL	flybase
110	7227	FBgn0001381	l(1)2Bm	1	E	NULL	flybase
110	7227	FBgn0001382	l(1)2Bn	1	E	NULL	flybase
110	7227	FBgn0001383	l(1)2Bo	1	E	NULL	flybase
110	7227	FBgn0001384	l(1)2Bp	1	E	NULL	flybase
110	7227	FBgn0001385	l(1)2Bq	1	E	NULL	flybase
110	7227	FBgn0001386	l(1)2Br	1	E	NULL	flybase
110	7227	FBgn0001387	l(1)2Bs	1	E	NULL	flybase
110	7227	FBgn0001388	l(1)2Bt	1	E	NULL	flybase
110	7227	FBgn0001389	l(1)2Bu	1	E	NULL	flybase
110	7227	FBgn0001390	l(1)2Ca	1	E	NULL	flybase
110	7227	FBgn0001391	l(1)2Cc	1	E	NULL	flybase
110	7227	FBgn0001392	l(1)2Cd	1	E	NULL	flybase
110	7227	FBgn0001393	l(1)2Ce	1	E	NULL	flybase
110	7227	FBgn0001394	l(1)2Da	1	E	NULL	flybase
110	7227	FBgn0001397	l(1)2Dg	1	E	NULL	flybase
110	7227	FBgn0001398	l(1)2Ea	1	E	NULL	flybase
110	7227	FBgn0001399	l(1)2Fb	1	E	NULL	flybase
110	7227	FBgn0001400	l(1)2Fc	1	E	NULL	flybase
110	7227	FBgn0001401	l(1)2Fd	1	E	NULL	flybase
110	7227	FBgn0001404	egh	0.821	C	NULL	flybase
110	7227	FBgn0001405	l(1)3Ag	1	E	NULL	flybase
110	7227	FBgn0001407	l(1)3Bb	1	E	NULL	flybase
110	7227	FBgn0001408	l(1)3Bc	1	E	NULL	flybase
110	7227	FBgn0001409	l(1)3Bd	1	E	NULL	flybase
110	7227	FBgn0001410	l(1)3Bf	1	E	NULL	flybase
110	7227	FBgn0001411	l(1)3Da	1	E	NULL	flybase
110	7227	FBgn0001412	l(1)3Eb	1	E	NULL	flybase
110	7227	FBgn0001413	l(1)3Ec	1	E	NULL	flybase
110	7227	FBgn0001414	l(1)3Ed	1	E	NULL	flybase
110	7227	FBgn0001415	l(1)3Ee	1	E	NULL	flybase
110	7227	FBgn0001416	l(1)5CDa	1	E	NULL	flybase
110	7227	FBgn0001417	l(1)6Da	1	E	NULL	flybase
110	7227	FBgn0001418	l(1)6Db	1	E	NULL	flybase
110	7227	FBgn0001419	l(1)6Dc	1	E	NULL	flybase
110	7227	FBgn0001420	l(1)6Dd	1	E	NULL	flybase
110	7227	FBgn0001421	l(1)6De	1	E	NULL	flybase
110	7227	FBgn0001422	l(1)6Df	1	E	NULL	flybase
110	7227	FBgn0001423	l(1)6Dg	1	E	NULL	flybase
110	7227	FBgn0001424	l(1)6Dh	1	E	NULL	flybase
110	7227	FBgn0001426	l(1)6Eb	1	E	NULL	flybase
110	7227	FBgn0001427	l(1)6Ed	1	E	NULL	flybase
110	7227	FBgn0001428	stout	1	E	NULL	flybase
110	7227	FBgn0001429	l(1)6Fb	1	E	NULL	flybase
110	7227	FBgn0001431	l(1)7Aa	1	E	NULL	flybase
110	7227	FBgn0001432	l(1)7Ab	1	E	NULL	flybase
110	7227	FBgn0001433	l(1)air7	1	E	NULL	flybase
110	7227	FBgn0001434	l(1)7Ad	1	E	NULL	flybase
110	7227	FBgn0001435	l(1)7Bc	1	E	NULL	flybase
110	7227	FBgn0001436	l(1)7Bd	1	E	NULL	flybase
110	7227	FBgn0001437	l(1)7Be	1	E	NULL	flybase
110	7227	FBgn0001438	l(1)7Bf	1	E	NULL	flybase
110	7227	FBgn0001439	l(1)7Ca	1	E	NULL	flybase
110	7227	FBgn0001440	l(1)7Cb	1	E	NULL	flybase
110	7227	FBgn0001441	l(1)7Cc	1	E	NULL	flybase
110	7227	FBgn0001442	l(1)7Cd	1	E	NULL	flybase
110	7227	FBgn0001443	l(1)7Ce	1	E	NULL	flybase
110	7227	FBgn0001444	l(1)7Cf	1	E	NULL	flybase
110	7227	FBgn0001445	l(1)7Cg	1	E	NULL	flybase
110	7227	FBgn0001446	l(1)7Ch	1	E	NULL	flybase
110	7227	FBgn0001450	l(1)7Dd	1	E	NULL	flybase
110	7227	FBgn0001451	l(1)7De	1	E	NULL	flybase
110	7227	FBgn0001452	l(1)7Df	1	E	NULL	flybase
110	7227	FBgn0001453	l(1)7Dg	1	E	NULL	flybase
110	7227	FBgn0001454	l(1)7Dh	1	E	NULL	flybase
110	7227	FBgn0001455	l(1)7Di	1	E	NULL	flybase
110	7227	FBgn0001456	l(1)7Dj	1	E	NULL	flybase
110	7227	FBgn0001457	l(1)7Dk	1	E	NULL	flybase
110	7227	FBgn0001458	l(1)7Dl	1	E	NULL	flybase
110	7227	FBgn0001459	l(1)7Dm	1	E	NULL	flybase
110	7227	FBgn0001461	l(1)7Eb	1	E	NULL	flybase
110	7227	FBgn0001462	l(1)7Ec	1	E	NULL	flybase
110	7227	FBgn0001463	l(1)7Ed	1	E	NULL	flybase
110	7227	FBgn0001464	l(1)7Ee	1	E	NULL	flybase
110	7227	FBgn0001466	l(1)7Fc	1	E	NULL	flybase
110	7227	FBgn0001467	l(1)7Fd	1	E	NULL	flybase
110	7227	FBgn0001468	l(1)8	1	E	NULL	flybase
110	7227	FBgn0001469	l(1)8Aa	1	E	NULL	flybase
110	7227	FBgn0001471	l(1)8Ad	1	E	NULL	flybase
110	7227	FBgn0001472	l(1)9Ea	1	E	NULL	flybase
110	7227	FBgn0001473	l(1)9Ec	1	E	NULL	flybase
110	7227	FBgn0001475	l(1)9Ee	1	E	NULL	flybase
110	7227	FBgn0001476	l(1)9Fb	1	E	NULL	flybase
110	7227	FBgn0001478	l(1)9Ff	1	E	NULL	flybase
110	7227	FBgn0001479	l(1)9Fg	1	E	NULL	flybase
110	7227	FBgn0001480	l(1)9Fh	1	E	NULL	flybase
110	7227	FBgn0001484	l(1)10Ad	1	E	NULL	flybase
110	7227	FBgn0001485	l(1)10Ae	1	E	NULL	flybase
110	7227	FBgn0001486	l(1)10Af	1	E	NULL	flybase
110	7227	FBgn0001488	l(1)10Ah	1	E	NULL	flybase
110	7227	FBgn0001489	l(1)10Ai	1	E	NULL	flybase
110	7227	FBgn0001490	l(1)10Ba	1	E	NULL	flybase
110	7227	FBgn0001491	l(1)10Bb	0.694	C	NULL	flybase
110	7227	FBgn0001492	l(1)10Bc	1	E	NULL	flybase
110	7227	FBgn0001493	l(1)10Bg	1	E	NULL	flybase
110	7227	FBgn0001494	l(1)10Bh	1	E	NULL	flybase
110	7227	FBgn0001495	l(1)10Bi	1	E	NULL	flybase
110	7227	FBgn0001496	l(1)10Bj	1	E	NULL	flybase
110	7227	FBgn0001497	l(1)10Bk	1	E	NULL	flybase
110	7227	FBgn0001498	l(1)10Bl	1	E	NULL	flybase
110	7227	FBgn0001499	l(1)10Bm	1	E	NULL	flybase
110	7227	FBgn0001500	l(1)10Cc	1	E	NULL	flybase
110	7227	FBgn0001501	l(1)10Cd	1	E	NULL	flybase
110	7227	FBgn0001502	l(1)10Ce	1	E	NULL	flybase
110	7227	FBgn0001503	l(1)10Da	1	E	NULL	flybase
110	7227	FBgn0001504	l(1)10Db	1	E	NULL	flybase
110	7227	FBgn0001505	l(1)10Dc	1	E	NULL	flybase
110	7227	FBgn0001507	l(1)10Fa	1	E	NULL	flybase
110	7227	FBgn0001508	l(1)10Fb	1	E	NULL	flybase
110	7227	FBgn0001509	l(1)10Fc	1	E	NULL	flybase
110	7227	FBgn0001510	l(1)10Fd	1	E	NULL	flybase
110	7227	FBgn0001511	l(1)10Fe	1	E	NULL	flybase
110	7227	FBgn0001512	l(1)10Ff	1	E	NULL	flybase
110	7227	FBgn0001513	l(1)10Fg	1	E	NULL	flybase
110	7227	FBgn0001514	l(1)10Fh	1	E	NULL	flybase
110	7227	FBgn0001515	l(1)10Fi	1	E	NULL	flybase
110	7227	FBgn0001516	l(1)10Fj	1	E	NULL	flybase
110	7227	FBgn0001517	l(1)10Fk	1	E	NULL	flybase
110	7227	FBgn0001520	l(1)11Ad	1	E	NULL	flybase
110	7227	FBgn0001521	l(1)11Ae	1	E	NULL	flybase
110	7227	FBgn0001522	l(1)11Da	1	E	NULL	flybase
110	7227	FBgn0001523	l(1)11Db	1	E	NULL	flybase
110	7227	FBgn0001524	l(1)11Dc	1	E	NULL	flybase
110	7227	FBgn0001526	l(1)11Eb	1	E	NULL	flybase
110	7227	FBgn0001527	l(1)11Ec	1	E	NULL	flybase
110	7227	FBgn0001528	l(1)11Ed	1	E	NULL	flybase
110	7227	FBgn0001529	l(1)11Ee	1	E	NULL	flybase
110	7227	FBgn0001530	l(1)11Ef	1	E	NULL	flybase
110	7227	FBgn0001531	l(1)11Fa	1	E	NULL	flybase
110	7227	FBgn0001532	l(1)11Fb	1	E	NULL	flybase
110	7227	FBgn0001533	l(1)14Aa	1	E	NULL	flybase
110	7227	FBgn0001534	l(1)14Ab	1	E	NULL	flybase
110	7227	FBgn0001535	l(1)14Ba	1	E	NULL	flybase
110	7227	FBgn0001536	l(1)14Bb	1	E	NULL	flybase
110	7227	FBgn0001538	l(1)14Cb	1	E	NULL	flybase
110	7227	FBgn0001539	l(1)14DEa	1	E	NULL	flybase
110	7227	FBgn0001540	l(1)14DEb	1	E	NULL	flybase
110	7227	FBgn0001541	l(1)14DEc	1	E	NULL	flybase
110	7227	FBgn0001542	l(1)14Ea	1	E	NULL	flybase
110	7227	FBgn0001543	l(1)14Fa	1	E	NULL	flybase
110	7227	FBgn0001544	l(1)15Aa	1	E	NULL	flybase
110	7227	FBgn0001545	l(1)15Ab	1	E	NULL	flybase
110	7227	FBgn0001546	l(1)15Ba	1	E	NULL	flybase
110	7227	FBgn0001547	l(1)16Fa	1	E	NULL	flybase
110	7227	FBgn0001548	l(1)16Fb	1	E	NULL	flybase
110	7227	FBgn0001549	l(1)16Fc	1	E	NULL	flybase
110	7227	FBgn0001551	l(1)18Fa	1	E	NULL	flybase
110	7227	FBgn0001552	l(1)19Aa	1	E	NULL	flybase
110	7227	FBgn0001553	l(1)19Ac	1	E	NULL	flybase
110	7227	FBgn0001554	l(1)19Ad	1	E	NULL	flybase
110	7227	FBgn0001555	l(1)19Ba	1	E	NULL	flybase
110	7227	FBgn0001556	l(1)19Ca	1	E	NULL	flybase
110	7227	FBgn0001557	l(1)19Cb	1	E	NULL	flybase
110	7227	FBgn0001558	l(1)19Cc	1	E	NULL	flybase
110	7227	FBgn0001559	l(1)19Da	1	E	NULL	flybase
110	7227	FBgn0001561	l(1)19Ed	1	E	NULL	flybase
110	7227	FBgn0001562	l(1)19Fb	1	E	NULL	flybase
110	7227	FBgn0001563	l(1)19Fc	1	E	NULL	flybase
110	7227	FBgn0001564	l(1)19Fe	1	E	NULL	flybase
110	7227	FBgn0001565	Hlc	0.444	C	NULL	flybase
110	7227	FBgn0001567	l(1)20Ad	1	E	NULL	flybase
110	7227	FBgn0001568	soz	0.694	C	NULL	flybase
110	7227	FBgn0001569	l(1)20Ca	1	E	NULL	flybase
110	7227	FBgn0001570	l(1)20Cb	1	E	NULL	flybase
110	7227	FBgn0001571	l(1)52	1	E	NULL	flybase
110	7227	FBgn0001572	l(1)55	1	E	NULL	flybase
110	7227	FBgn0001573	l(1)55a	1	E	NULL	flybase
110	7227	FBgn0001574	l(1)63	1	E	NULL	flybase
110	7227	FBgn0001575	l(1)1074-ts	1	E	NULL	flybase
110	7227	FBgn0001576	l(1)3063	1	E	NULL	flybase
110	7227	FBgn0001577	l(1)air4	1	E	NULL	flybase
110	7227	FBgn0001578	l(1)air16	1	E	NULL	flybase
110	7227	FBgn0001579	l(1)AL1	1	E	NULL	flybase
110	7227	FBgn0001580	l(1)AL2	1	E	NULL	flybase
110	7227	FBgn0001581	l(1)AL3	1	E	NULL	flybase
110	7227	FBgn0001582	l(1)C	1	E	NULL	flybase
110	7227	FBgn0001584	l(1)carot1	1	E	NULL	flybase
110	7227	FBgn0001585	l(1)carot2	1	E	NULL	flybase
110	7227	FBgn0001586	l(1)carot3	1	E	NULL	flybase
110	7227	FBgn0001587	l(1)carot4	1	E	NULL	flybase
110	7227	FBgn0001588	l(1)carot5	1	E	NULL	flybase
110	7227	FBgn0001589	l(1)carot6	1	E	NULL	flybase
110	7227	FBgn0001590	l(1)carot7	1	E	NULL	flybase
110	7227	FBgn0001591	l(1)carot8	1	E	NULL	flybase
110	7227	FBgn0001592	l(1)carot9	1	E	NULL	flybase
110	7227	FBgn0001593	l(1)carot10	1	E	NULL	flybase
110	7227	FBgn0001594	l(1)carot11	1	E	NULL	flybase
110	7227	FBgn0001595	l(1)carot12	1	E	NULL	flybase
110	7227	FBgn0001596	l(1)carot14	1	E	NULL	flybase
110	7227	FBgn0001597	l(1)CP7	1	E	NULL	flybase
110	7227	FBgn0001598	l(1)CP8	1	E	NULL	flybase
110	7227	FBgn0001599	l(1)CP9	1	E	NULL	flybase
110	7227	FBgn0001610	l(1)dd2	1	E	NULL	flybase
110	7227	FBgn0001611	l(1)dd3	1	E	NULL	flybase
110	7227	FBgn0001612	Grip91	0.25	C	NULL	flybase
110	7227	FBgn0001613	l(1)dd9	1	E	NULL	flybase
110	7227	FBgn0001614	l(1)dd10	1	E	NULL	flybase
110	7227	FBgn0001615	l(1)dd11	1	E	NULL	flybase
110	7227	FBgn0001617	l(1)10Eb	1	E	NULL	flybase
110	7227	FBgn0001621	l(1)dh1	1	E	NULL	flybase
110	7227	FBgn0001624	dlg1	0.66	C	NULL	flybase
110	7227	FBgn0001625	l(1)dn2	1	E	NULL	flybase
110	7227	FBgn0001626	l(1)dn3	1	E	NULL	flybase
110	7227	FBgn0001627	l(1)dn4	1	E	NULL	flybase
110	7227	FBgn0001628	l(1)dn5	1	E	NULL	flybase
110	7227	FBgn0001629	l(1)dn6	1	E	NULL	flybase
110	7227	FBgn0001630	l(1)dn7	1	E	NULL	flybase
110	7227	FBgn0001631	l(1)dn8	1	E	NULL	flybase
110	7227	FBgn0001632	l(1)dn11	1	E	NULL	flybase
110	7227	FBgn0001633	l(1)dn13	1	E	NULL	flybase
110	7227	FBgn0001634	l(1)dn14	1	E	NULL	flybase
110	7227	FBgn0001635	l(1)dn15	1	E	NULL	flybase
110	7227	FBgn0001636	l(1)dn16	1	E	NULL	flybase
110	7227	FBgn0001637	l(1)dn17	1	E	NULL	flybase
110	7227	FBgn0001638	l(1)dn18	1	E	NULL	flybase
110	7227	FBgn0001639	l(1)dn19	1	E	NULL	flybase
110	7227	FBgn0001640	l(1)dn20	1	E	NULL	flybase
110	7227	FBgn0001641	l(1)dn21	1	E	NULL	flybase
110	7227	FBgn0001642	l(1)dn22	1	E	NULL	flybase
110	7227	FBgn0001643	l(1)dn23	1	E	NULL	flybase
110	7227	FBgn0001645	l(1)dn25	1	E	NULL	flybase
110	7227	FBgn0001646	l(1)dn26	1	E	NULL	flybase
110	7227	FBgn0001647	l(1)dn27	1	E	NULL	flybase
110	7227	FBgn0001648	l(1)dn28	1	E	NULL	flybase
110	7227	FBgn0001649	l(1)ds1	1	E	NULL	flybase
110	7227	FBgn0001650	l(1)ds2	1	E	NULL	flybase
110	7227	FBgn0001651	l(1)ds3	1	E	NULL	flybase
110	7227	FBgn0001652	l(1)ds4	1	E	NULL	flybase
110	7227	FBgn0001653	l(1)ds5	1	E	NULL	flybase
110	7227	FBgn0001654	l(1)ds8	1	E	NULL	flybase
110	7227	FBgn0001655	l(1)ds9	1	E	NULL	flybase
110	7227	FBgn0001656	l(1)ds10	1	E	NULL	flybase
110	7227	FBgn0001657	l(1)ds11	1	E	NULL	flybase
110	7227	FBgn0001658	l(1)ds12	1	E	NULL	flybase
110	7227	FBgn0001659	l(1)ds13	1	E	NULL	flybase
110	7227	FBgn0001661	l(1)E7	1	E	NULL	flybase
110	7227	FBgn0001662	l(1)E25	1	E	NULL	flybase
110	7227	FBgn0001663	l(1)E34	1	E	NULL	flybase
110	7227	FBgn0001664	l(1)EA61	1	E	NULL	flybase
110	7227	FBgn0001666	l(1)EN1	1	E	NULL	flybase
